Disaster Type,Country,Region,Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day
5,108,0,151026.83,0,24.555,12.691,2019,5.0,28.0
5,123,1,34619.97,0,20.176,-103.182,2019,6.0,2.0
2,1,3,5.2,2,40.501,20.722,2019,6.0,1.0
2,59,1,6.6,2,13.243,-89.272,2019,5.0,30.0
2,57,1,8.0,2,-5.812,-75.27,2019,5.0,26.0
2,149,1,8.0,2,-5.812,-75.27,2019,5.0,26.0
5,169,2,238156.72,0,18.54,45.254,2019,5.0,22.0
5,0,2,133359.74,0,34.668,67.894,2019,5.0,22.0
2,38,2,5.8,2,28.405,104.957,2019,6.0,17.0
5,150,2,5390.18,0,8.223,123.493,2019,6.0,3.0
2,147,4,7.6,2,-4.051,152.6,2019,5.0,14.0
5,203,2,12361.41,0,40.706,41.047,2019,6.0,18.0
5,22,3,27244.66,0,44.089,19.298,2019,6.0,1.0
5,96,2,32382.22,0,32.591,130.866,2019,6.0,29.0
5,158,3,413323.05,0,58.911,102.485,2019,6.0,28.0
2,89,2,5.7,2,31.775,49.542,2019,7.0,8.0
2,210,1,7.1,2,35.77,-117.599,2019,7.0,5.0
2,96,2,6.4,2,38.637,139.48,2019,6.0,18.0
2,88,2,7.2,2,-0.586,128.034,2019,7.0,14.0
2,150,2,5.5,2,9.32,125.99,2019,7.0,13.0
2,150,2,6.0,2,20.807,121.986,2019,7.0,27.0
2,88,2,6.9,2,-7.282,104.791,2019,8.0,2.0
5,186,0,228503.64,0,14.826,33.921,2019,7.0,15.0
5,96,2,10883.12,0,32.951,130.545,2019,8.0,27.0
5,183,3,9114.7,0,38.05,-1.091,2019,9.0,11.0
2,1,3,5.6,2,41.381,19.454,2019,9.0,21.0
2,88,2,6.5,2,-3.45,128.347,2019,9.0,26.0
2,144,2,5.6,2,33.106,73.766,2019,9.0,24.0
5,217,2,30368.53,0,43.571,15.118,2019,7.0,31.0
2,57,1,7.5,2,-2.199,-77.023,2019,2.0,22.0
2,203,2,5.7,2,40.89,28.173,2019,9.0,26.0
2,150,2,6.4,2,6.714,125.009,2019,10.0,16.0
5,99,0,232028.01,0,0.728,39.414,2019,10.0,10.0
5,96,2,23763.91,0,36.739,140.269,2019,10.0,25.0
2,38,2,5.1,2,29.573,105.064,2019,9.0,8.0
2,150,2,6.6,2,6.754,124.985,2019,10.0,29.0
5,170,0,60942.37,0,15.52,-15.516,2019,9.0,10.0
2,150,2,6.5,2,6.905,125.187,2019,10.0,31.0
2,89,2,5.9,2,37.808,47.558,2019,11.0,8.0
2,1,3,6.4,2,41.511,19.522,2019,11.0,26.0
5,114,2,38171.31,0,4.415,102.584,2019,11.0,30.0
5,24,1,173355.12,0,-39.27,-12.906,2019,11.0,25.0
5,123,1,397450.44,0,28.484,-107.661,2019,11.0,27.0
5,211,1,73269.14,0,-33.749,-55.922,2019,10.0,12.0
5,214,1,24680.9,0,9.772,-72.228,2019,10.0,5.0
2,150,2,6.8,2,6.708,125.188,2019,12.0,15.0
5,184,2,44781.54,0,7.922,80.835,2019,12.0,18.0
5,88,2,24986.75,0,-6.533,107.508,2019,12.0,31.0
5,129,0,401249.74,0,-16.223,36.866,2019,12.0,27.0
5,149,1,322182.75,0,-5.921,-76.979,2019,12.0,15.0
5,43,0,585146.24,0,-1.12,18.16,2019,12.0,15.0
2,153,1,6.4,2,17.935,-66.883,2020,1.0,7.0
5,112,0,443085.58,0,-18.95,47.184,2020,1.0,1.0
5,24,1,115219.89,0,-19.398,-45.901,2020,1.0,17.0
2,203,2,6.7,2,38.39,44.367,2020,1.0,24.0
5,129,0,172916.51,0,-18.013,35.282,2020,2.0,11.0
2,89,2,5.8,2,38.543,44.447,2020,2.0,23.0
2,203,2,5.8,2,38.543,44.447,2020,2.0,23.0
11,215,2,200.0,1,20.691,105.183,2020,3.0,2.0
5,159,0,15283.09,0,-1.994,29.863,2020,3.0,2.0
5,58,0,22124.19,0,29.021,30.754,2020,3.0,11.0
11,112,0,148.0,1,-14.488,48.767,2020,3.0,13.0
2,46,3,5.4,2,45.897,15.966,2020,3.0,22.0
5,149,1,152175.01,0,-7.011,-76.88,2020,3.0,28.0
5,89,2,216986.62,0,33.039,54.161,2020,4.0,10.0
5,54,0,10321.78,0,11.685,42.68,2020,4.0,20.0
5,212,2,84662.22,0,41.245,55.844,2020,5.0,1.0
2,153,1,5.4,2,17.937,-66.727,2020,5.0,2.0
5,180,0,428331.4,0,6.142,47.085,2020,4.0,20.0
5,99,0,154389.9,0,1.163,36.593,2020,4.0,18.0
5,208,0,184333.48,0,-4.512,34.218,2020,4.0,22.0
5,217,2,18949.28,0,13.259,44.437,2020,4.0,15.0
5,27,0,42577.65,0,13.343,-1.116,2020,4.0,19.0
5,4,0,77631.98,0,-9.139,14.201,2020,4.0,18.0
5,204,0,47454.12,0,0.013,31.026,2020,5.0,21.0
5,143,2,95375.0,0,18.398,54.533,2020,5.0,27.0
2,88,2,6.4,2,2.911,128.248,2020,6.0,4.0
2,38,2,5.1,2,27.296,103.281,2020,5.0,18.0
2,203,2,5.9,2,39.421,40.697,2020,6.0,14.0
5,151,3,47884.2,0,51.154,22.49,2020,6.0,29.0
2,203,2,5.4,2,38.558,44.023,2020,6.0,25.0
2,123,1,7.4,2,15.916,-95.953,2020,6.0,23.0
5,205,3,33791.16,0,49.315,30.061,2020,6.0,22.0
5,125,2,423250.41,0,46.388,106.222,2020,6.0,21.0
5,114,2,30344.28,0,24.561,103.055,2020,6.0,20.0
5,96,2,28547.82,0,32.666,131.039,2020,6.0,29.0
5,211,1,112272.14,0,-33.103,-56.046,2020,6.0,22.0
5,36,0,134488.38,0,9.628,18.085,2020,4.0,20.0
2,150,2,6.6,2,12.021,124.123,2020,8.0,18.0
2,75,3,7.0,2,37.913,26.779,2020,10.0,30.0
2,203,2,7.0,2,37.913,26.779,2020,10.0,30.0
2,46,3,6.4,2,45.422,16.255,2020,12.0,29.0
2,7,1,6.4,2,-31.818,-68.847,2021,1.0,18.0
2,88,2,6.2,2,-2.976,118.901,2021,1.0,15.0
2,96,2,7.1,2,37.745,141.749,2021,2.0,13.0
2,75,3,5.8,2,39.789,22.119,2021,3.0,3.0
2,96,2,7.0,2,38.475,141.633,2021,3.0,20.0
2,88,2,6.0,2,-8.562,112.519,2021,4.0,11.0
2,38,2,5.4,2,41.816,81.164,2021,3.0,24.0
2,89,2,5.9,2,29.787,50.669,2021,4.0,18.0
2,20,2,6.0,2,26.781,92.457,2021,4.0,28.0
2,87,2,6.4,2,26.781,92.457,2021,4.0,28.0
2,38,2,6.1,2,25.761,100.011,2021,5.0,21.0
2,88,2,5.9,2,-3.593,129.503,2021,6.0,16.0
2,83,1,7.2,2,18.408,-73.475,2021,8.0,14.0
2,38,2,5.4,2,29.182,105.391,2021,9.0,16.0
2,123,1,7.0,2,16.982,-99.773,2021,9.0,8.0
2,75,3,6.0,2,35.252,25.26,2021,9.0,27.0
2,144,2,5.9,2,30.22,68.014,2021,10.0,7.0
2,88,2,5.1,2,-8.356,115.458,2021,10.0,16.0
2,89,2,6.3,2,27.721,56.065,2021,11.0,14.0
2,57,1,7.2,2,-4.49,-76.846,2021,11.0,28.0
2,149,1,7.2,2,-4.49,-76.846,2021,11.0,28.0
2,103,2,5.7,2,22.37,101.671,2021,12.0,24.0
2,0,2,5.3,2,34.929,63.621,2022,1.0,17.0
2,88,2,6.6,2,-6.86,105.289,2022,1.0,14.0
2,38,2,6.6,2,37.828,101.29,2022,1.0,8.0
2,83,1,5.3,2,18.494,-73.3,2022,1.0,24.0
2,149,1,6.5,2,-4.466,-76.928,2022,2.0,3.0
2,79,1,6.2,2,14.228,-91.343,2022,2.0,16.0
2,88,2,6.1,2,0.216,100.096,2022,2.0,25.0
2,96,2,7.3,2,37.702,141.587,2022,3.0,16.0
2,57,1,5.8,2,0.909,-79.589,2022,3.0,26.0
2,38,2,5.8,2,30.395,102.958,2022,6.0,1.0
2,0,2,5.9,2,33.092,69.514,2022,6.0,21.0
2,89,2,6.1,2,26.899,55.321,2022,7.0,2.0
2,38,2,5.9,2,33.373,101.887,2022,6.0,10.0
2,149,1,5.5,2,-16.783,-71.31,2022,7.0,12.0
2,150,2,7.0,2,17.56,120.801,2022,7.0,27.0
2,38,2,6.6,2,29.726,102.279,2022,9.0,5.0
2,147,4,7.6,2,-6.256,146.469,2022,9.0,13.0
2,191,2,6.5,2,23.119,121.422,2022,9.0,18.0
2,123,1,6.8,2,18.247,-102.952,2022,9.0,22.0
2,123,1,7.6,2,18.497,-102.982,2022,9.0,19.0
2,89,2,5.6,2,38.493,45.038,2022,10.0,5.0
2,150,2,6.4,2,17.662,120.823,2022,10.0,25.0
2,132,2,5.7,2,29.274,81.149,2022,11.0,9.0
2,88,2,5.6,2,-6.853,107.095,2022,11.0,21.0
2,203,2,6.1,2,40.847,30.967,2022,11.0,23.0
2,210,1,6.4,2,40.525,124.423,2022,12.0,20.0
2,88,2,7.6,2,-7.065,130.005,2023,1.0,10.0
2,89,2,5.7,2,38.44,44.946,2023,1.0,18.0
2,89,2,5.9,2,38.424,44.909,2023,1.0,28.0
2,190,2,7.8,2,38.055,36.51,2023,2.0,6.0
2,203,2,7.8,2,38.055,36.51,2023,2.0,6.0
2,190,2,6.3,2,36.159,36.034,2023,2.0,20.0
2,203,2,6.3,2,36.159,36.034,2023,2.0,20.0
2,57,1,6.8,2,-2.837,-79.844,2023,3.0,18.0
2,149,1,6.8,2,-2.837,-79.844,2023,3.0,18.0
2,0,2,6.5,2,36.519,70.946,2023,3.0,21.0
2,144,2,6.5,2,36.519,70.946,2023,3.0,21.0
2,147,4,7.0,2,-4.326,143.159,2023,4.0,2.0
2,192,2,4.8,2,39.383,69.881,2023,3.0,23.0
2,96,2,6.2,2,37.548,137.299,2023,5.0,6.0
2,67,3,4.8,2,46.212,-0.785,2023,6.0,16.0
2,88,2,5.8,2,-8.674,110.041,2023,6.0,30.0
2,38,2,5.4,2,37.231,116.391,2023,8.0,5.0
2,128,0,6.8,2,31.058,-8.385,2023,9.0,8.0
2,0,2,5.4,2,34.517,61.946,2023,10.0,7.0
2,132,2,5.7,2,29.498,81.243,2023,10.0,3.0
2,0,2,6.3,2,34.53,62.048,2023,10.0,11.0
2,132,2,5.7,2,28.848,82.18,2023,11.0,3.0
2,150,2,6.2,2,19.236,21.229,2023,9.0,12.0
2,150,2,6.7,2,5.583,125.022,2023,11.0,17.0
2,150,2,7.6,2,8.527,126.449,2023,12.0,2.0
2,38,2,5.9,2,35.743,102.827,2023,12.0,19.0
2,96,2,7.5,2,37.495,137.265,2024,1.0,2.0
2,38,2,5.6,2,41.219,78.724,2024,1.0,23.0
2,98,2,5.8,2,41.27,78.621,2024,1.0,23.0
2,147,4,6.9,2,-4.139,143.159,2024,3.0,20.0
2,88,2,6.4,2,-5.867,112.362,2024,3.0,22.0
2,191,2,7.4,2,23.819,121.562,2024,4.0,3.0
2,88,2,6.1,2,-8.005,107.28,2024,4.0,27.0
2,89,2,4.9,2,35.261,58.458,2024,6.0,18.0
2,149,1,7.2,2,-15.827,-74.464,2024,6.0,28.0
2,150,2,6.8,2,8.193,126.0,2024,8.0,2.0
2,203,2,6.0,2,38.309,38.826,2024,10.0,16.0
2,47,1,6.8,2,19.812,-77.039,2024,11.0,10.0
2,213,4,7.3,2,-17.686,168.034,2024,12.0,17.0
2,38,2,7.1,2,28.573,87.375,2025,1.0,7.0
2,64,0,5.2,2,9.459,40.122,2025,1.0,4.0
